  ব্ন্ধু মানে জোসনা ভেজা গলপো বলা রাত.. বন্ধু মানে ভালোবাসার শিক্ত দুটি হাত.. বন্ধু মানে মনের যত গোপন কথা বলা.. বন্ধু মানে তোমার সাথে সারা জীবন চলা... |1429615477|74|0|1
  আমি ১টা দিন চাই আলয় আলয় ভরা। আমি ১টা রাত চাই, অন্ধকার ছারা। আমি ১টা ফুল চাই, সুন্দর সুবাস ভরা। আর ১টা ভাল বন্ধু চাই সবার চেয়ে সেরা… |1429615477|74|0|1
  সবাই আমার বুন্ধু নয়। আবার, আমার বুন্ধু সবার মত নয়। সে আমার কথা মনে রাখে শত কাজের ভিরে। ফ্রী হলে ডাকি ও আমায়, আছি আমি তুমার দুয়ারে। |1429615477|74|0|1
  সেই প্রকৃত বন্ধু যে বন্ধুর চোখের প্রথম ফোটা পানি দেখে দ্বিতীয় ফোটা পরার আগে ধরে ফেলে আর ৩য় ফোটা পরার আগে তা হাঁসিতে পরিনত করে. |1429615477|74|0|1
  প্রকৃত বন্ধুতো তাকেই বলা যায়,  যে দুংখে সুখে সবসময় সাথে থাকে  কোন সময় বিপদে ফেলে যায় না  সকল সমস্যা একসাথে মোকাবেলা করে।  যাদের এমন বন্ধু আছে,  তাদের কথা আজীবন মনে রাখবেন  |1429615477|74|0|1
  &quot;পাখি&quot; নই যে উড়ে যাব। &quot;সূর্য&quot;  নই যেডুবে যাব। &quot;প্রদ্বীপ&quot; নই  যে নিভে যাব।  আমি তোতোমার &quot;বন্ধু&quot; তাই  চিরদিন পাশে &quot;রব&quot; |1429615477|74|0|1
 ব্ন্ধু মানে জোসনা ভেজা  গলপো বলা রাত.. বন্ধু মানে  ভালোবাসার শিক্ত দুটি হাত..  বন্ধু মানে মনের যত গোপন কথা  বলা.. বন্ধু মানে তোমার সাথে  সারা জীবন চলা... |1429615477|74|0|1
   সত্যিকারের বন্ধু জীবনথেকে হারিয়ে যেতে পারে,কিন্তু মন থেকে নয়।সত্যিকারের ভালোবাসার মানুষজীবনথেকে চলে যেতে পারে কিন্তুহৃদয় থেকে নয়।  |1429615477|74|0|1
   উত্তম বন্ধুর  পরিচয়ঃ  ১. যখন সাক্ষাৎ  হয় তখন  সে আল্লাহর  কথা স্মরণ  করিয়ে দেয়।  ২. তার  পাশে বসলে ঈমান  বৃদ্ধি পায়।  ৩. তার  সাথে কথা বললে নিজের  জ্ঞান  বৃদ্ধি পায়।  ৪. তার কাজ-  কর্ম  দেখলে আখিরাতের  কথা স্মরণ হয়।  |1429615477|74|0|1
  আমি মুছে দিবো তোর চোখের জল, বন্ধু ভেভে সব কিছু আমায় খুলে বল। সুখ দুঃখের সাথী হয়ে রব তোর সাথে, এইটুকু বিশ্বাস থাকলে হাত রাখ হাতে। |1429615477|74|0|1
   মানুষের জীবনে এমন কিছু সময় আসে যখন নিজেকে অসহায় মনে হয়, তখন নিঃস্বাথ্র্ ভাবে যে পাশে দাড়ায় সে হল সত্যিকারের বন্ধু |1429615483|74|0|1
   আমি মেঘের মতো চেয়ে থাকি, চাঁদের মতো হাসি,তারার মতো জ্বলে থাকি,বৃস্টির মতো কাঁদি, দূর থেকে বন্ধু আমি শুধু তোমার কথা ভাবি।  |1429615483|74|0|1
   বন্ধু তোকে কাছে না পাওয়ার যন্ত্রনা যে কি, তোর হলে তুই বুজতিস, তোকে দোষ দিবনা, দোষ আমারি, আমি তোকে আমার ভালোবাসা দিয়ে আগলে রাখতে পারিনি  তাই ছুটে চলিস বহুদূরে....  |1429615483|74|0|1
  কে তোমার সব চেয়ে ভাল বন্ধু সেটা তখনই বুঝবে, যখন তোমার কাউকে খুব প্রয়োজন হবে !!! |1429615483|74|0|1
   ঝেড়ে ফেলো অভিমান, ছুঁয়ে দেখ এই প্রাণ। বন্ধ দুচোখের নিভু নিভু কালোয়, যে আলোয় ভেসে আসো তুমি। মনে হয়, মিশে যাই, তোমার আরো কাছে...  |1429615483|74|0|1
  জেগেছে পাখি গাইবে গান, নতুন দিনের আহবান, জেগেছে সুর্য দিবে আলো, দিনটা তোমার কাটুক ভাল, জেগেছে মাঝি তুলবে পাল, সবাইকে জানাই শুভ সকাল. |1429615483|74|0|1
   বন্ধু যদি হও ,মেঘ এর মত,দুরে যেতে দিব না তো,বন্ধু যদি হও ,পাখির মতো ,উড়ে যেতে দিবো না তো,কি করে বোঝাবোতোমায় Miss করছি কতো । |1429615483|74|0|1
   নয়ন জলে ভাসিয়ে দুচোখকাঁদছো কেনো তুমি-এই দেখো তোমার পাশেদাড়িয়ে আছি আমি-তোমার চোখেরএক ফোটা জলপড়বে নাকো নিচে-যতো দিন আমি বন্ধুআছি তোমার পাশে dslashdslash  |1429615483|74|0|1
   জীবনে যদি কাওকে সত্যি ই মনদিয়ে বন্ধুত্ব করেতাহলে তাকে হারিয়ে যেতে দিওনা...কারণ......চোখের জল হয়তো মোছা যায়,কিন্তুহৃদয়েরকান্না কোনো ভাবেইমুছতে পারবেনা। |1429615483|74|0|1
   যে মানুষটি তোমার বিপদের সময় এড়িয়ে সুখের সময় কাছে থাকে সে তোমার প্রকৃত বন্ধু হতে পারেনা। বরং যে মানুষটি তোমার বিপদের সময় পাশে থাকে সেই তোমার প্রকৃত বন্ধু।  |1429615483|74|0|1
   হারিয়ে যাব একদিনআকাশের এককোণেপাবেনা আমায় সেদিনখুঁজবে সব খানেহাসবো সেদিনভাসবো তোমারচোখের জ্বলেসেদিন বুঝবেবন্ধু কাকে বলে ?..........  |1429615494|74|0|1
   কে গো তুমি নাম কি গো তোমার, তুমি কী পাগল না পাগলি,পর কী শার্ট না শাড়ি, মুখে কী মেকাপ না দাড়ি, হাতে কি ব্যাসলেট না ঘড়ি, তুমি কি নর না নারী, তুমি কি জিন না পরি, আমি কি তোমার বন্ধু হতে পারি? ০১৭৭৫০৫৬৯৪৫  |1429615494|74|0|1
   বজরের পর বছর চলে যাবে, চোখের অশ্রু শুকিয়ে যাবে, কিন্তু তোমার আমার বন্ধুত্ব কখনই শেষ হবে না।  |1429615494|74|0|1
