1;0;0;1;0;0;0;0;0;1;0;1;0;0;2;0;0;0;1;1;1;0;1;1
11;6;15;8;3;18;8;38;9;0;12;19;49;19;17;4;5;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;0;0;0;0;0;1;0;1;0;1;2;0;0;0;1;1;1;0;1;1
11;6;15;8;3;18;8;38;9;0;12;19;49;19;17;4;5;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;6;15;8;3;18;8;38;9;0;12;19;49;19;14;4;5;0;0;0;0;0;0;0
